id,Title,URL du logo,URL de site web,Village,Resume,Theme
73,Veolia,https://www.levillagebyca.com/sites/default/files/2019-03/veolia%20bourgogne%20centre%20village%20by%20ca%20nevers.jpg,http://www.veolia.com,Nevers,"Le groupe Veolia est la référence mondiale de la gestion optimisée des ressources. Présent sur les cinq continents avec près de 169 000 salariés, le Groupe conçoit et déploie des solutions pour la gestion de l’eau, des déchets et de l’énergie, qui participent au développement durable des villes et des industries. Au travers de ses trois activités complémentaires, Veolia contribue à développer l’accès aux ressources, à préserver les ressources disponibles et à les renouveler.",Énergie et environnement
74,LEYTON,,https://www.leyton.com/fr/france/accueil,Morbihan,"Qui est Leyton ? 

Fondé à Paris en 1997, Leyton s’est développé pour devenir un cabinet de conseil international dédié à l’amélioration de la performance globale des organisations. Nos expertises s’articulent autour de 3 métiers : le financement de l’innovation, le conseil et les services externalisés.",
75,Adial,https://www.levillagebyca.com/sites/default/files/2019-03/th.jpg,https://www.adial-france.com/,Normandie,Leader mondial des distributeurs automatiques de pizza.,"Food tech, Cuisine, Agriculture et Agroalimentaire"
76,Val Thorens,https://www.levillagebyca.com/sites/default/files/2019-02/setam%20val%20thorens_0.png,https://www.valthorens.com/fr/,Des savoie,"La station de Val Thorens est la plus haute station d’Europe, à 2300 mètres d’altitude. Son domaine skiable compris entre 1800 mètres et 3230 mètres d’altitude compose le plus grand domaine skiable du monde relié skis aux pieds, les Trois Vallées.
 
La SETAM, société, qui exploite les remontées mécaniques de Val Thorens, investit régulièrement dans des télésièges dernière génération et dans le développement d'activités touristiques autour du ski.","Tourisme, Sports, Santé et bien être"
77,Orrick,https://www.levillagebyca.com/sites/default/files/2019-02/orrick1.png,https://www.orrick.com/,Milano,,
78,Nexi,https://www.levillagebyca.com/sites/default/files/2019-02/nexi.png,https://www.nexi.it/,Milano,,
79,Signify,https://www.levillagebyca.com/sites/default/files/2019-02/signify-logo-footer.png,https://www.signify.com/it-it,Milano,,
80,Econocom,https://www.levillagebyca.com/sites/default/files/2019-02/econocom-300x300.jpg,https://www.econocom.it/,Milano,,
81,Arlati Ghislandi,https://www.levillagebyca.com/sites/default/files/2019-02/arlati.png,http://www.arlatighislandi.it/it/index.aspx,Milano,,
82,KPMG,https://www.levillagebyca.com/sites/default/files/2019-02/KPMG_NoCP_RGB.png,https://home.kpmg/it/it/home.html,Milano,,
83,PWC,https://www.levillagebyca.com/sites/default/files/2019-02/390767.JPEG,https://www.pwc.com/it/it.html,Milano,,
84,Bearing Point,https://www.levillagebyca.com/sites/default/files/2019-02/bpridotto_0.jpg,https://www.bearingpoint.com/it-it/,Milano,,
85,Bormioli Pharma,https://www.levillagebyca.com/sites/default/files/2019-02/Bormioli%20Pharma%20trasp_0.png,https://new.bormiolipharma.com/,Milano,,
86,Groupe Roullier (Ambassadeur),https://www.levillagebyca.com/sites/default/files/2019-01/280px-Logo_Groupe_Roullier_0.jpg,https://www.roullier.com/fr/,Ille et Vilaine,"With nearly 60 years of experience in Plant Nutrition, Animal Nutrition and the Food Industry, the Groupe Roullier can rely on its industrial and technical excellence, its unique sales model and its policy of sustained innovation to respond to the agricultural challenges of tomorrow. 

The business activities are organised into 5 sectors, which are agricultural supplies, phosphates, magnesia, the food industry and industry products and solutions. 

Groupe Roullier has always placed sustainable agriculture and rational fertilisation at the heart of its development strategy.",Agriculture et Agroalimentaire
87,Ouest France (Ambassadeur),https://www.levillagebyca.com/sites/default/files/2019-01/1280px-Ouest-France_logo.svg__0.png,https://www.ouest-france.fr/,Ille et Vilaine,"Ouest-France est un quotidien régional français, édité à Rennes et vendu dans les régions de l'ouest de la France, ainsi qu'à Paris. Il est, depuis 1975, le premier quotidien français en termes de diffusion, avec en moyenne 693 794 exemplaires diffusés chaque jour en 2016.",
88,ALLIADE HABITAT,https://www.levillagebyca.com/sites/default/files/2018-12/logo.png,,Centre-Est,"Premier opérateur logement en région Auvergne-Rhône-Alpes avec un patrimoine de 42 700 logements*, Alliade Habitat, filiale Action Logement, a pour vocation à loger les salariés d’entreprises et les familles modestes et leur garantir une bonne qualité de vie.

Partenaire clé de la vitalité des territoires, Alliade Habitat accompagne les acteurs locaux pour dynamiser le lien emploi/logement. S’inscrivant dans l’économie sociale et solidaire, Alliade Habitat est un partenaire de confiance, responsable et engagé, qui déploie ses savoir-faire pour répondre aux besoins des salariés, des entreprises et des collectivités locales.","Immobilier, Logement"
89,Crédit Agricole Sud Rhône Alpes,https://www.levillagebyca.com/sites/default/files/2018-12/logo%20toute%20une%20banque%20pour%20vous.jpg,https://www.ca-sudrhonealpes.fr/,Sud Rhone Alpes,"Banquier-assureur comptant plus de 753.700 clients, le Crédit Agricole Sud Rhône Alpes est le leader en Isère, Drôme, Ardèche et Est lyonnais. Fort de ses fondements coopératifs et mutualistes et de ses 340.350 sociétaires, il sert les particuliers, les entreprises, les collectivités et les associations, et assume ainsi son rôle de 1er financeur de son territoire.",Finance
90,SODELOR,https://www.levillagebyca.com/sites/default/files/2018-12/LOGO%20SODELOR-PROSPACTIVE%20LKD.jpg,https://sodelor.fr/,Lorraine,Stratégie d'entreprise et performance commerciale,"Développement humain et économique, Développement Business, Consulting"
91,CCI Hérault,https://www.levillagebyca.com/sites/default/files/2019-02/mignature%20village%20ByCa_324x170-min.png,http://www.herault.cci.fr/,Languedoc,La CCI Hérault participe activement à la dynamique du territoire.,"Développement humain et économique, Développement Business"
92,SOCRI REIM,https://www.levillagebyca.com/sites/default/files/2018-11/SOC_LOGO_BGW_CMJN-min.jpg,http://www.socri.eu/,Languedoc,Créateur de lieux d’exception,"Développement humain et économique, Développement Business, Industrie, Immobilier"
93,Enedis (Ambassadeur),https://www.levillagebyca.com/sites/default/files/2018-10/Logo_enedis_header_0.png,http://www.enedis.fr,Ille et Vilaine,"Enedis est le gestionnaire du réseau public de distribution d’électricité sur 95 % du territoire français continental. Ses 38 859 collaborateurs assurent chaque jour l’exploitation, l’entretien et le développement de près de 1,3 million de kilomètres de réseau.

Raccordement, mise en service, dépannage, changement de fournisseur... Autant d’opérations assurées quotidiennement par Enedis. En tant que gestionnaire du réseau public de distribution d’électricité, Enedis réalise chaque année de nombreuses interventions : plus de 11 millions en 2014.",Énergie et environnement
94,GGL Groupe,https://www.levillagebyca.com/sites/default/files/2019-03/Log%20GGL-Quadri.jpg,https://www.ggl-amenagement.com/,Languedoc,"Il y a près de 40 ans, la société GUIRAUDON GUIPPONI voyait le jour.",
95,qwant,https://www.levillagebyca.com/sites/default/files/2018-10/Image10.png,https://www.qwant.com/,Provence Cote d'Azur,"Créé le 16 février 2013, Qwant est le premier moteur de recherche européen, à la fois performant et éthique.","Culture, Web, Autres"
96,Thales,https://www.levillagebyca.com/sites/default/files/2018-10/logoThalesWeb.jpg,https://www.thalesgroup.com/fr,Finistère,Ceux qui font avancer le monde s’appuient sur Thales,"Industrie, Défense"
97,Cerfrance,https://www.levillagebyca.com/sites/default/files/2018-10/Logo%20CER%20France.png,https://www.cerfrance.fr/,Finistère,Cerfrance est l'acteur référent du CONSEIL et de l’EXPERTISE COMPTABLE.,"Administratif, Consulting, Finance"
98,Technopole Quimper-Cornouaille,https://www.levillagebyca.com/sites/default/files/2018-10/LOGO_14x8_300dpi_rvb_2_0.jpg,https://www.tech-quimper.bzh/Accueil-308-0-0-0.html,Finistère,La Technopole Quimper-Cornouaille a pour mission le développement économique du territoire par l'innovation des entreprises.,"Développement humain et économique, Éducation"
99,Végépolys,https://www.levillagebyca.com/sites/default/files/2018-10/logo-partenaire-vegepolis.png,,Angers,"VEGEPOLYS est un pôle de compétitivité dédié au végétal spécialisé. Né d’une concentration unique en Europe d’acteurs du végétal dans la vallée de la Loire, VEGEPOLYS est reconnu pôle de compétitivité de référence mondiale depuis 2005. Pour faire face aux préoccupations sociétales croissantes, son ambition est d’affirmer une place de leader mondial pour la culture de végétaux et la création de végétaux différenciants.",
100,ALDEV,https://www.levillagebyca.com/sites/default/files/2018-10/logo_aldev.png,https://www.angers-developpement.com/,Angers,"Aldev est pour les entrepreneurs, les entreprises, les communes et les acteurs économiques la porte d’entrée pour tout projet de développement ou d’implantation mais aussi l’interlocuteur privilégié sur les questions d’emploi, de recrutement, d’innovation, de recherche ou d’enseignement supérieur. Aldev accompagne également les filières d’excellence et innovantes du territoire. Aldev emploie 66 salariés.",
101,Chambre Régionale d'Agriculture Pays de la Loire,https://www.levillagebyca.com/sites/default/files/2018-10/logo_cra_0.png,https://pays-de-la-loire.chambres-agriculture.fr,Angers,"la Chambre d'agriculture Pays de la Loire est une structure représentative et un outil de développement à la dimension de la région, un outil au service de toute une profession. Elle conduit 3 grandes missions :

Représentante de l’agriculture

L'échelon régional permet d'appréhender de façon pertinente la problématique agricole et de définir des orientations, tant sur le plan économique que sur celui de l’aménagement d’un territoire.",
102,Help Business,https://www.levillagebyca.com/sites/default/files/2018-10/logo_help_business.png,http://helpbusiness.fr,Angers,"Help Business accompagne les entreprises dans leurs besoins de recrutement de profils spécialisés, de formation et de coaching des dirigeants. Depuis plus de 20 ans, Help Business travaille en étroite collaboration avec ses clients, de la start-up au grand groupe dans un esprit de partenariat fort.",
103,GROUPE LUCIA,https://www.levillagebyca.com/sites/default/files/2018-10/Logo_Lucia.png,,Languedoc,Acteur local et international des énergies renouvelables et de la transition énergétique,"Énergie et environnement, Développement durable, Mer"
104,EM Lyon,https://www.levillagebyca.com/sites/default/files/2018-09/logo-em-lyon-site.jpg,https://www.em-lyon.com/fr,Centre-Est,"Fondée en 1872, emlyon business school est l'une des plus anciennes écoles de commerce en Europe. L'histoire d'emlyon business school a toujours été profondément marquée par l'entrepreneuriat, l'innovation et la volonté de réussir. Ces trois facteurs expliquent pourquoi l'Ecole est devenue aujourd'hui un phare de l'éducation entrepreneuriale en France, en Europe et dans le monde. Business school de référence en France et à l'international, emlyon business school est profondément attachée à ses racines régionales. L'Ecole est depuis toujours très active au sein de la région Rhône-Alpes, à travers une multitude d'activités et partenariats, aussi bien avec les institutions qu'avec les entreprises locales.",
105,Electronie,https://www.levillagebyca.com/sites/default/files/2018-08/LOGO-DEFINITIF-27-10-17.png,http://www.electronie.fr/,Provence Cote d'Azur,"Expert Partenaire

Electronie est une société industrielle de services dans le secteur électronique qui se met en position favorable de répondre à toute demande de ses clients.

Forte de 22 années d'expérience dans la production de cartes électroniques, ELECTRONIE déploiel'ensemble des services nécessaires pour porter à maturité un projet industriel intégrant des cartes et produits électroniques.",Informatique et électronique
